cohort,skill_id,skill_name,author,taxonomy_labels
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-game-development-mobile-games-skill-md,mobile-games,davila7,coding_dev;data_ml_ai;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-game-development-multiplayer-skill-md,multiplayer,davila7,security
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-game-development-pc-games-skill-md,pc-games,davila7,devops_infra;research_analysis;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-game-development-skill-md,game-development,davila7,devops_infra;workflow_automation;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-game-development-vr-ar-skill-md,vr-ar,davila7,product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-game-development-web-games-skill-md,web-games,davila7,coding_dev;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-imagegen-skill-md,imagegen,davila7,coding_dev;data_ml_ai;documentation_writing;workflow_automation;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-interactive-portfolio-skill-md,interactive-portfolio,davila7,coding_dev;documentation_writing;research_analysis;workflow_automation;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-marp-slide-skill-md,marp-slide,davila7,coding_dev;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-meme-factory-skill-md,meme-factory,davila7,coding_dev;devops_infra;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-mermaid-diagrams-skill-md,mermaid-diagrams,davila7,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-mobile-design-skill-md,mobile-design,davila7,coding_dev;security;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-remotion-best-practices-skill-md,remotion-best-practices,davila7,coding_dev;data_ml_ai
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-scroll-experience-skill-md,scroll-experience,davila7,coding_dev;documentation_writing
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-tailwind-patterns-skill-md,tailwind-patterns,davila7,coding_dev;documentation_writing;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-ui-design-system-skill-md,ui-design-system,davila7,documentation_writing;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-ui-ux-pro-max-skill-md,ui-ux-pro-max,davila7,coding_dev;workflow_automation;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-ux-researcher-designer-skill-md,ux-researcher-designer,davila7,research_analysis;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-web-design-guidelines-skill-md,web-design-guidelines,davila7,coding_dev;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-database-neon-instagres-skill-md,neon-instagres,davila7,data_ml_ai;security;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-database-postgres-schema-design-skill-md,postgres-schema-design,davila7,domain_specific
popular,davila7-claude-code-templates-cli-tool-components-skills-database-supabase-postgres-best-practices-skill-md,supabase-postgres-best-practices,davila7,security;documentation_writing
popular,davila7-claude-code-templates-cli-tool-components-skills-database-using-neon-skill-md,using-neon,davila7,coding_dev;devops_infra;documentation_writing;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-accessibility-skill-md,accessibility,davila7,coding_dev;documentation_writing;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-agent-md-refactor-skill-md,agent-md-refactor,davila7,coding_dev;security;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-algolia-search-skill-md,algolia-search,davila7,coding_dev;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-api-documentation-generator-skill-md,api-documentation-generator,davila7,coding_dev;documentation_writing
popular,davila7-claude-code-templates-cli-tool-components-skills-development-api-integration-specialist-skill-md,api-integration-specialist,davila7,coding_dev;data_ml_ai;security;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-api-patterns-skill-md,api-patterns,davila7,coding_dev;security;documentation_writing
popular,davila7-claude-code-templates-cli-tool-components-skills-development-architecture-skill-md,architecture,davila7,coding_dev;devops_infra;documentation_writing;research_analysis
popular,davila7-claude-code-templates-cli-tool-components-skills-development-avalonia-layout-zafiro-skill-md,avalonia-layout-zafiro,davila7,coding_dev;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-avalonia-viewmodels-zafiro-skill-md,avalonia-viewmodels-zafiro,davila7,product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-avalonia-zafiro-development-skill-md,avalonia-zafiro-development,davila7,coding_dev;documentation_writing;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-aws-serverless-skill-md,aws-serverless,davila7,coding_dev;devops_infra;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-azure-functions-skill-md,azure-functions,davila7,coding_dev;data_ml_ai;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-backend-dev-guidelines-skill-md,backend-dev-guidelines,davila7,coding_dev;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-bash-linux-skill-md,bash-linux,davila7,coding_dev;devops_infra;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-best-practices-skill-md,best-practices,davila7,coding_dev;security;documentation_writing;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-bullmq-specialist-skill-md,bullmq-specialist,davila7,workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-bun-development-skill-md,bun-development,davila7,coding_dev;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-backend-patterns-skill-md,backend-patterns,davila7,coding_dev;devops_infra;data_ml_ai
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-clickhouse-io-skill-md,clickhouse-io,davila7,coding_dev;devops_infra;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-coding-standards-skill-md,coding-standards,davila7,coding_dev
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-frontend-patterns-skill-md,frontend-patterns,davila7,coding_dev;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-project-guidelines-example-skill-md,cc-skill-project-guidelines-example,davila7,coding_dev;devops_infra;data_ml_ai;documentation_writing;research_analysis;workflow_automation;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-security-review-skill-md,security-review,davila7,coding_dev;security;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7,coding_dev;security;documentation_writing;workflow_automation;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clerk-auth-skill-md,clerk-auth,davila7,coding_dev
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cloudflare-deploy-skill-md,cloudflare-deploy,davila7,coding_dev;devops_infra;data_ml_ai;security;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cocoindex-skill-md,cocoindex,davila7,coding_dev;devops_infra;data_ml_ai;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-code-review-checklist-skill-md,code-review-checklist,davila7,coding_dev;data_ml_ai;security;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-code-reviewer-skill-md,code-reviewer,davila7,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-codex-review-skill-md,codex-review,davila7,coding_dev;documentation_writing;research_analysis;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-codex-skill-md,codex,davila7,coding_dev;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-command-creator-skill-md,command-creator,davila7,coding_dev;documentation_writing;research_analysis;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-core-components-skill-md,core-components,davila7,coding_dev;documentation_writing;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-core-web-vitals-skill-md,core-web-vitals,davila7,coding_dev;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-create-plan-skill-md,create-plan,davila7,coding_dev;devops_infra;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-database-design-skill-md,database-design,davila7,devops_infra
popular,davila7-claude-code-templates-cli-tool-components-skills-development-database-schema-designer-skill-md,database-schema-designer,davila7,coding_dev;devops_infra;data_ml_ai;research_analysis;workflow_automation;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-dependency-updater-skill-md,dependency-updater,davila7,security;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-deployment-procedures-skill-md,deployment-procedures,davila7,coding_dev;devops_infra;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-design-system-starter-skill-md,design-system-starter,davila7,coding_dev;documentation_writing;workflow_automation;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-devops-iac-engineer-skill-md,devops-iac-engineer,davila7,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-docker-expert-skill-md,docker-expert,davila7,coding_dev;devops_infra;security;research_analysis;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-environment-setup-guide-skill-md,environment-setup-guide,davila7,coding_dev;devops_infra;security;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-error-resolver-skill-md,error-resolver,davila7,coding_dev;devops_infra;security;research_analysis;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-feature-design-assistant-skill-md,feature-design-assistant,davila7,coding_dev;data_ml_ai;security;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-firebase-skill-md,firebase,davila7,devops_infra;data_ml_ai;security;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-frontend-dev-guidelines-skill-md,frontend-dev-guidelines,davila7,coding_dev;research_analysis
popular,davila7-claude-code-templates-cli-tool-components-skills-development-gcp-cloud-run-skill-md,gcp-cloud-run,davila7,coding_dev;devops_infra;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-gh-address-comments-skill-md,gh-address-comments,davila7,documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-gh-fix-ci-skill-md,gh-fix-ci,davila7,coding_dev;devops_infra;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-git-commit-helper-skill-md,git-commit-helper,davila7,coding_dev;devops_infra;security;documentation_writing;workflow_automation;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-git-pushing-skill-md,git-pushing,davila7,workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-github-actions-creator-skill-md,github-actions-creator,davila7,coding_dev;devops_infra;security;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-github-workflow-automation-skill-md,github-workflow-automation,davila7,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-graphql-skill-md,graphql,davila7,coding_dev;documentation_writing;research_analysis;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-heygen-best-practices-skill-md,heygen-best-practices,davila7,coding_dev;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-hubspot-integration-skill-md,hubspot-integration,davila7,coding_dev;security;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-i18n-localization-skill-md,i18n-localization,davila7,coding_dev
popular,davila7-claude-code-templates-cli-tool-components-skills-development-it-operations-skill-md,it-operations,davila7,coding_dev;devops_infra;security;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-javascript-mastery-skill-md,javascript-mastery,davila7,coding_dev;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-jupyter-notebook-skill-md,jupyter-notebook,davila7,coding_dev;documentation_writing;research_analysis;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-lint-and-validate-skill-md,lint-and-validate,davila7,coding_dev;security;documentation_writing;research_analysis;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-linux-shell-scripting-skill-md,linux-production-shell-scripts,davila7,security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-mermaid-diagram-specialist-skill-md,mermaid-diagram-specialist,davila7,coding_dev;data_ml_ai;security;documentation_writing;workflow_automation;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-moodle-external-api-development-skill-md,moodle-external-api-development,davila7,coding_dev;security;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-move-code-quality-skill-md,move-code-quality,davila7,coding_dev;devops_infra;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-mui-skill-md,mui,davila7,coding_dev;research_analysis;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-neon-postgres-skill-md,neon-postgres,davila7,integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-nestjs-expert-skill-md,nestjs-expert,davila7,coding_dev;data_ml_ai;security;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-netlify-deploy-skill-md,netlify-deploy,davila7,coding_dev;devops_infra;security;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-nextjs-best-practices-skill-md,nextjs-best-practices,davila7,coding_dev;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-nextjs-supabase-auth-skill-md,nextjs-supabase-auth,davila7,coding_dev;security;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-nodejs-best-practices-skill-md,nodejs-best-practices,davila7,coding_dev;devops_infra;data_ml_ai;security
popular,davila7-claude-code-templates-cli-tool-components-skills-development-nosql-expert-skill-md,nosql-expert,davila7,coding_dev;data_ml_ai;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-openapi-to-typescript-skill-md,openapi-to-typescript,davila7,coding_dev;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-performance-profiling-skill-md,performance-profiling,davila7,coding_dev;devops_infra;research_analysis;workflow_automation;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-performance-skill-md,performance,davila7,coding_dev;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-plaid-fintech-skill-md,plaid-fintech,davila7,coding_dev;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-playwright-skill-md,playwright,davila7,coding_dev;workflow_automation;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-plugin-forge-skill-md,plugin-forge,davila7,coding_dev;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-postgres-best-practices-skill-md,supabase-postgres-best-practices,davila7,security;documentation_writing
popular,davila7-claude-code-templates-cli-tool-components-skills-development-powershell-windows-skill-md,powershell-windows,davila7,workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-prisma-expert-skill-md,prisma-expert,davila7,devops_infra;data_ml_ai;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-production-code-audit-skill-md,production-code-audit,davila7,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-python-patterns-skill-md,python-patterns,davila7,coding_dev;devops_infra;data_ml_ai;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-react-best-practices-skill-md,vercel-react-best-practices,davila7,coding_dev;documentation_writing
popular,davila7-claude-code-templates-cli-tool-components-skills-development-react-dev-skill-md,react-dev,davila7,coding_dev;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-react-patterns-skill-md,react-patterns,davila7,product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-react-ui-patterns-skill-md,react-ui-patterns,davila7,workflow_automation;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-react-useeffect-skill-md,react-useeffect,davila7,documentation_writing
popular,davila7-claude-code-templates-cli-tool-components-skills-development-render-deploy-skill-md,render-deploy,davila7,coding_dev;devops_infra;research_analysis;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-salesforce-development-skill-md,salesforce-development,davila7,domain_specific
popular,davila7-claude-code-templates-cli-tool-components-skills-development-screenshot-feature-extractor-skill-md,screenshot-feature-extractor,davila7,coding_dev;devops_infra;documentation_writing;research_analysis;workflow_automation;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-security-compliance-skill-md,security-compliance,davila7,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-architect-skill-md,senior-architect,davila7,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-backend-skill-md,senior-backend,davila7,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-computer-vision-skill-md,senior-computer-vision,davila7,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-data-engineer-skill-md,senior-data-engineer,davila7,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-data-scientist-skill-md,senior-data-scientist,davila7,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-devops-skill-md,senior-devops,davila7,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-frontend-skill-md,senior-frontend,davila7,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-fullstack-skill-md,senior-fullstack,davila7,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-ml-engineer-skill-md,senior-ml-engineer,davila7,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-prompt-engineer-skill-md,senior-prompt-engineer,davila7,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-qa-skill-md,senior-qa,davila7,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-secops-skill-md,senior-secops,davila7,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-security-skill-md,senior-security,davila7,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-seo-skill-md,seo,davila7,coding_dev;security;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-server-management-skill-md,server-management,davila7,coding_dev;devops_infra;security;research_analysis;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-skill-creation-guide-skill-md,skill-creation-guide,davila7,coding_dev;data_ml_ai;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-skill-installer-skill-md,skill-installer,davila7,coding_dev;security;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-software-architecture-skill-md,software-architecture,davila7,coding_dev;security;documentation_writing;research_analysis;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-stripe-integration-skill-md,stripe-integration,davila7,coding_dev;security;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-task-execution-engine-skill-md,task-execution-engine,davila7,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-tdd-workflow-skill-md,tdd-workflow,davila7,coding_dev;workflow_automation;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-test-fixing-skill-md,test-fixing,davila7,coding_dev;devops_infra;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-testing-patterns-skill-md,testing-patterns,davila7,coding_dev;documentation_writing;workflow_automation;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-typescript-expert-skill-md,typescript-expert,davila7,coding_dev;data_ml_ai;research_analysis;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-using-git-worktrees-skill-md,using-git-worktrees,davila7,coding_dev;security;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-using-superpowers-skill-md,using-superpowers,davila7,coding_dev;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-development-vercel-deploy-skill-md,vercel-deploy,davila7,devops_infra
popular,davila7-claude-code-templates-cli-tool-components-skills-development-vercel-deployment-skill-md,vercel-deployment,davila7,coding_dev;devops_infra
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md,web-quality-audit,davila7,coding_dev;devops_infra;security;documentation_writing;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7,coding_dev;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md,writing-skills,davila7,coding_dev;devops_infra;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-development-zapier-workflows-skill-md,zapier-workflows,davila7,coding_dev;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-doc-skill-md,doc,davila7,documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-documentation-templates-skill-md,documentation-templates,davila7,coding_dev;data_ml_ai;documentation_writing;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-json-canvas-skill-md,json-canvas,davila7,coding_dev
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-obsidian-bases-skill-md,obsidian-bases,davila7,coding_dev;data_ml_ai;documentation_writing
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-obsidian-markdown-skill-md,obsidian-markdown,davila7,coding_dev;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-pdf-processing-pro-skill-md,pdf-processing-pro,davila7,devops_infra;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-pdf-processing-skill-md,pdf-processing,davila7,documentation_writing;research_analysis;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-document-processing-spreadsheet-skill-md,spreadsheet,davila7,data_ml_ai;research_analysis;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-backend-to-frontend-handoff-docs-skill-md,backend-to-frontend-handoff-docs,davila7,coding_dev;security;documentation_writing;workflow_automation;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-capa-officer-skill-md,capa-officer,davila7,coding_dev;data_ml_ai;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-daily-meeting-update-skill-md,daily-meeting-update,davila7,coding_dev;security;research_analysis;workflow_automation;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-data-privacy-compliance-skill-md,data-privacy-compliance,davila7,coding_dev;security;documentation_writing;research_analysis
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-difficult-workplace-conversations-skill-md,difficult-workplace-conversations,davila7,coding_dev;data_ml_ai;documentation_writing
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-discord-bot-architect-skill-md,discord-bot-architect,davila7,coding_dev;documentation_writing;workflow_automation;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-email-composer-skill-md,email-composer,davila7,coding_dev;devops_infra;documentation_writing;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-excel-analysis-skill-md,excel-analysis,davila7,documentation_writing;research_analysis;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-fda-consultant-specialist-skill-md,fda-consultant-specialist,davila7,coding_dev;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-feedback-mastery-skill-md,feedback-mastery,davila7,coding_dev;data_ml_ai;documentation_writing;research_analysis;workflow_automation
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-frontend-to-backend-requirements-skill-md,frontend-to-backend-requirements,davila7,coding_dev;documentation_writing;workflow_automation;product_design
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-gdpr-dsgvo-expert-skill-md,gdpr-dsgvo-expert,davila7,coding_dev;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-information-security-manager-iso27001-skill-md,information-security-manager-iso27001,davila7,coding_dev;devops_infra;data_ml_ai;security;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-internal-comms-community-skill-md,internal-comms,davila7,domain_specific
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-isms-audit-expert-skill-md,isms-audit-expert,davila7,coding_dev;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-mdr-745-specialist-skill-md,mdr-745-specialist,davila7,coding_dev;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-professional-communication-skill-md,professional-communication,davila7,coding_dev;devops_infra;security;documentation_writing;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-qms-audit-expert-skill-md,qms-audit-expert,davila7,coding_dev;data_ml_ai;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-quality-documentation-manager-skill-md,quality-documentation-manager,davila7,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;product_design;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-quality-manager-qmr-skill-md,quality-manager-qmr,davila7,coding_dev;data_ml_ai;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-quality-manager-qms-iso13485-skill-md,quality-manager-qms-iso13485,davila7,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools
