cohort,skill_id,skill_name,author,taxonomy_labels
popular,wshobson-agents-plugins-backend-development-skills-temporal-python-testing-skill-md,temporal-python-testing,wshobson,devops_infra;workflow_automation;integration_tools
popular,wshobson-agents-plugins-backend-development-skills-workflow-orchestration-patterns-skill-md,workflow-orchestration-patterns,wshobson,coding_dev;devops_infra;data_ml_ai;research_analysis;workflow_automation;integration_tools
popular,wshobson-agents-plugins-blockchain-web3-skills-defi-protocol-templates-skill-md,defi-protocol-templates,wshobson,coding_dev;security
popular,wshobson-agents-plugins-blockchain-web3-skills-nft-standards-skill-md,nft-standards,wshobson,coding_dev;integration_tools
popular,wshobson-agents-plugins-blockchain-web3-skills-solidity-security-skill-md,solidity-security,wshobson,coding_dev;security;documentation_writing
popular,wshobson-agents-plugins-blockchain-web3-skills-web3-testing-skill-md,web3-testing,wshobson,coding_dev;devops_infra;documentation_writing;workflow_automation;integration_tools
popular,wshobson-agents-plugins-business-analytics-skills-data-storytelling-skill-md,data-storytelling,wshobson,data_ml_ai;documentation_writing;research_analysis;workflow_automation
popular,wshobson-agents-plugins-business-analytics-skills-kpi-dashboard-design-skill-md,kpi-dashboard-design,wshobson,coding_dev;devops_infra;documentation_writing;research_analysis
popular,wshobson-agents-plugins-cicd-automation-skills-deployment-pipeline-design-skill-md,deployment-pipeline-design,wshobson,coding_dev;devops_infra;security;workflow_automation;integration_tools
popular,wshobson-agents-plugins-cicd-automation-skills-github-actions-templates-skill-md,github-actions-templates,wshobson,devops_infra;security;workflow_automation;integration_tools
popular,wshobson-agents-plugins-cicd-automation-skills-gitlab-ci-patterns-skill-md,gitlab-ci-patterns,wshobson,coding_dev;devops_infra;security;workflow_automation;integration_tools
popular,wshobson-agents-plugins-cicd-automation-skills-secrets-management-skill-md,secrets-management,wshobson,coding_dev;devops_infra;security;documentation_writing;workflow_automation;integration_tools
popular,wshobson-agents-plugins-cloud-infrastructure-skills-cost-optimization-skill-md,cost-optimization,wshobson,devops_infra;research_analysis
popular,wshobson-agents-plugins-cloud-infrastructure-skills-hybrid-cloud-networking-skill-md,hybrid-cloud-networking,wshobson,coding_dev;devops_infra;security
popular,wshobson-agents-plugins-cloud-infrastructure-skills-istio-traffic-management-skill-md,istio-traffic-management,wshobson,coding_dev;devops_infra;security
popular,wshobson-agents-plugins-cloud-infrastructure-skills-linkerd-patterns-skill-md,linkerd-patterns,wshobson,coding_dev;devops_infra;security
popular,wshobson-agents-plugins-cloud-infrastructure-skills-mtls-configuration-skill-md,mtls-configuration,wshobson,coding_dev;devops_infra;security;workflow_automation;integration_tools
popular,wshobson-agents-plugins-cloud-infrastructure-skills-multi-cloud-architecture-skill-md,multi-cloud-architecture,wshobson,coding_dev;devops_infra;security;documentation_writing
popular,wshobson-agents-plugins-cloud-infrastructure-skills-service-mesh-observability-skill-md,service-mesh-observability,wshobson,coding_dev;devops_infra;product_design
popular,wshobson-agents-plugins-cloud-infrastructure-skills-terraform-module-library-skill-md,terraform-module-library,wshobson,coding_dev;devops_infra;documentation_writing;integration_tools
popular,wshobson-agents-plugins-conductor-skills-context-driven-development-skill-md,context-driven-development,wshobson,coding_dev;devops_infra;documentation_writing;workflow_automation
popular,wshobson-agents-plugins-conductor-skills-track-management-skill-md,track-management,wshobson,coding_dev;security;documentation_writing;workflow_automation;integration_tools
popular,wshobson-agents-plugins-conductor-skills-workflow-patterns-skill-md,workflow-patterns,wshobson,coding_dev;data_ml_ai;documentation_writing;workflow_automation
popular,wshobson-agents-plugins-data-engineering-skills-airflow-dag-patterns-skill-md,airflow-dag-patterns,wshobson,coding_dev;devops_infra;workflow_automation
popular,wshobson-agents-plugins-data-engineering-skills-data-quality-frameworks-skill-md,data-quality-frameworks,wshobson,devops_infra;integration_tools
popular,wshobson-agents-plugins-data-engineering-skills-dbt-transformation-patterns-skill-md,dbt-transformation-patterns,wshobson,data_ml_ai;documentation_writing;research_analysis;integration_tools
popular,wshobson-agents-plugins-data-engineering-skills-spark-optimization-skill-md,spark-optimization,wshobson,data_ml_ai;workflow_automation
popular,wshobson-agents-plugins-database-design-skills-postgresql-skill-md,postgresql-table-design,wshobson,domain_specific
popular,wshobson-agents-plugins-developer-essentials-skills-auth-implementation-patterns-skill-md,auth-implementation-patterns,wshobson,coding_dev;security;workflow_automation;integration_tools
popular,wshobson-agents-plugins-developer-essentials-skills-bazel-build-optimization-skill-md,bazel-build-optimization,wshobson,devops_infra;documentation_writing;integration_tools
popular,wshobson-agents-plugins-developer-essentials-skills-code-review-excellence-skill-md,code-review-excellence,wshobson,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation
popular,wshobson-agents-plugins-developer-essentials-skills-debugging-strategies-skill-md,debugging-strategies,wshobson,coding_dev;devops_infra;documentation_writing;research_analysis;workflow_automation
popular,wshobson-agents-plugins-developer-essentials-skills-e2e-testing-patterns-skill-md,e2e-testing-patterns,wshobson,coding_dev;devops_infra;data_ml_ai;workflow_automation;integration_tools
popular,wshobson-agents-plugins-developer-essentials-skills-error-handling-patterns-skill-md,error-handling-patterns,wshobson,coding_dev
popular,wshobson-agents-plugins-developer-essentials-skills-git-advanced-workflows-skill-md,git-advanced-workflows,wshobson,coding_dev;security;workflow_automation
popular,wshobson-agents-plugins-developer-essentials-skills-monorepo-management-skill-md,monorepo-management,wshobson,coding_dev;devops_infra;documentation_writing;workflow_automation;product_design
popular,wshobson-agents-plugins-developer-essentials-skills-nx-workspace-patterns-skill-md,nx-workspace-patterns,wshobson,coding_dev;product_design
popular,wshobson-agents-plugins-developer-essentials-skills-sql-optimization-patterns-skill-md,sql-optimization-patterns,wshobson,coding_dev;research_analysis;workflow_automation
popular,wshobson-agents-plugins-developer-essentials-skills-turborepo-caching-skill-md,turborepo-caching,wshobson,coding_dev;devops_infra;product_design;integration_tools
popular,wshobson-agents-plugins-documentation-generation-skills-architecture-decision-records-skill-md,architecture-decision-records,wshobson,coding_dev;data_ml_ai;security;documentation_writing;integration_tools
popular,wshobson-agents-plugins-documentation-generation-skills-changelog-automation-skill-md,changelog-automation,wshobson,coding_dev;devops_infra;security;documentation_writing;workflow_automation;integration_tools
popular,wshobson-agents-plugins-documentation-generation-skills-openapi-spec-generation-skill-md,openapi-spec-generation,wshobson,coding_dev;security;documentation_writing
popular,wshobson-agents-plugins-dotnet-contribution-skills-dotnet-backend-patterns-skill-md,dotnet-backend-patterns,wshobson,coding_dev;documentation_writing;workflow_automation;integration_tools
popular,wshobson-agents-plugins-framework-migration-skills-angular-migration-skill-md,angular-migration,wshobson,coding_dev;documentation_writing
popular,wshobson-agents-plugins-framework-migration-skills-database-migration-skill-md,database-migration,wshobson,coding_dev;devops_infra;data_ml_ai
popular,wshobson-agents-plugins-framework-migration-skills-dependency-upgrade-skill-md,dependency-upgrade,wshobson,coding_dev;security;documentation_writing;research_analysis;integration_tools
popular,wshobson-agents-plugins-framework-migration-skills-react-modernization-skill-md,react-modernization,wshobson,coding_dev;documentation_writing
popular,wshobson-agents-plugins-frontend-mobile-development-skills-nextjs-app-router-patterns-skill-md,nextjs-app-router-patterns,wshobson,coding_dev;workflow_automation;product_design
popular,wshobson-agents-plugins-frontend-mobile-development-skills-react-native-architecture-skill-md,react-native-architecture,wshobson,coding_dev;devops_infra;security;product_design
popular,wshobson-agents-plugins-frontend-mobile-development-skills-react-state-management-skill-md,react-state-management,wshobson,coding_dev;product_design
popular,wshobson-agents-plugins-frontend-mobile-development-skills-tailwind-design-system-skill-md,tailwind-design-system,wshobson,coding_dev;product_design
popular,wshobson-agents-plugins-game-development-skills-godot-gdscript-patterns-skill-md,godot-gdscript-patterns,wshobson,domain_specific
popular,wshobson-agents-plugins-game-development-skills-unity-ecs-patterns-skill-md,unity-ecs-patterns,wshobson,coding_dev
popular,wshobson-agents-plugins-hr-legal-compliance-skills-employment-contract-templates-skill-md,employment-contract-templates,wshobson,documentation_writing
popular,wshobson-agents-plugins-hr-legal-compliance-skills-gdpr-data-handling-skill-md,gdpr-data-handling,wshobson,coding_dev;data_ml_ai;workflow_automation;product_design
popular,wshobson-agents-plugins-incident-response-skills-incident-runbook-templates-skill-md,incident-runbook-templates,wshobson,coding_dev;devops_infra;integration_tools
popular,wshobson-agents-plugins-incident-response-skills-on-call-handoff-patterns-skill-md,on-call-handoff-patterns,wshobson,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,wshobson-agents-plugins-incident-response-skills-postmortem-writing-skill-md,postmortem-writing,wshobson,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,wshobson-agents-plugins-javascript-typescript-skills-javascript-testing-patterns-skill-md,javascript-testing-patterns,wshobson,coding_dev;devops_infra;documentation_writing;integration_tools
popular,wshobson-agents-plugins-javascript-typescript-skills-modern-javascript-patterns-skill-md,modern-javascript-patterns,wshobson,coding_dev;documentation_writing
popular,wshobson-agents-plugins-javascript-typescript-skills-nodejs-backend-patterns-skill-md,nodejs-backend-patterns,wshobson,coding_dev;security;workflow_automation;integration_tools
popular,wshobson-agents-plugins-javascript-typescript-skills-typescript-advanced-types-skill-md,typescript-advanced-types,wshobson,coding_dev;data_ml_ai
popular,wshobson-agents-plugins-kubernetes-operations-skills-gitops-workflow-skill-md,gitops-workflow,wshobson,devops_infra;security;workflow_automation;integration_tools
popular,wshobson-agents-plugins-kubernetes-operations-skills-helm-chart-scaffolding-skill-md,helm-chart-scaffolding,wshobson,coding_dev;devops_infra;workflow_automation;integration_tools
popular,wshobson-agents-plugins-kubernetes-operations-skills-k8s-manifest-generator-skill-md,k8s-manifest-generator,wshobson,coding_dev;devops_infra;security;workflow_automation
popular,wshobson-agents-plugins-kubernetes-operations-skills-k8s-security-policies-skill-md,k8s-security-policies,wshobson,devops_infra;security
popular,wshobson-agents-plugins-llm-application-dev-skills-embedding-strategies-skill-md,embedding-strategies,wshobson,coding_dev;devops_infra;data_ml_ai;documentation_writing
popular,wshobson-agents-plugins-llm-application-dev-skills-hybrid-search-implementation-skill-md,hybrid-search-implementation,wshobson,coding_dev;data_ml_ai
popular,wshobson-agents-plugins-llm-application-dev-skills-langchain-architecture-skill-md,langchain-architecture,wshobson,coding_dev;data_ml_ai;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,wshobson-agents-plugins-llm-application-dev-skills-llm-evaluation-skill-md,llm-evaluation,wshobson,coding_dev;devops_infra;data_ml_ai;research_analysis
popular,wshobson-agents-plugins-llm-application-dev-skills-prompt-engineering-patterns-skill-md,prompt-engineering-patterns,wshobson,coding_dev;data_ml_ai;security
popular,wshobson-agents-plugins-llm-application-dev-skills-rag-implementation-skill-md,rag-implementation,wshobson,coding_dev;devops_infra;data_ml_ai;documentation_writing;research_analysis;integration_tools
popular,wshobson-agents-plugins-llm-application-dev-skills-similarity-search-patterns-skill-md,similarity-search-patterns,wshobson,coding_dev;devops_infra;data_ml_ai
popular,wshobson-agents-plugins-llm-application-dev-skills-vector-index-tuning-skill-md,vector-index-tuning,wshobson,coding_dev;research_analysis
popular,wshobson-agents-plugins-machine-learning-ops-skills-ml-pipeline-workflow-skill-md,ml-pipeline-workflow,wshobson,coding_dev;devops_infra;data_ml_ai;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,wshobson-agents-plugins-observability-monitoring-skills-distributed-tracing-skill-md,distributed-tracing,wshobson,coding_dev;devops_infra;workflow_automation;product_design;integration_tools
popular,wshobson-agents-plugins-observability-monitoring-skills-grafana-dashboards-skill-md,grafana-dashboards,wshobson,coding_dev;integration_tools
popular,wshobson-agents-plugins-observability-monitoring-skills-prometheus-configuration-skill-md,prometheus-configuration,wshobson,coding_dev;devops_infra;integration_tools
popular,wshobson-agents-plugins-observability-monitoring-skills-slo-implementation-skill-md,slo-implementation,wshobson,coding_dev;documentation_writing
popular,wshobson-agents-plugins-payment-processing-skills-billing-automation-skill-md,billing-automation,wshobson,coding_dev;workflow_automation
popular,wshobson-agents-plugins-payment-processing-skills-paypal-integration-skill-md,paypal-integration,wshobson,coding_dev;security;workflow_automation;product_design;integration_tools
popular,wshobson-agents-plugins-payment-processing-skills-pci-compliance-skill-md,pci-compliance,wshobson,coding_dev;security;integration_tools
popular,wshobson-agents-plugins-payment-processing-skills-stripe-integration-skill-md,stripe-integration,wshobson,coding_dev;security;documentation_writing;product_design;integration_tools
popular,wshobson-agents-plugins-python-development-skills-async-python-patterns-skill-md,async-python-patterns,wshobson,coding_dev;workflow_automation
popular,wshobson-agents-plugins-python-development-skills-python-anti-patterns-skill-md,python-anti-patterns,wshobson,coding_dev;data_ml_ai;workflow_automation
popular,wshobson-agents-plugins-python-development-skills-python-background-jobs-skill-md,python-background-jobs,wshobson,coding_dev;devops_infra;workflow_automation
popular,wshobson-agents-plugins-python-development-skills-python-code-style-skill-md,python-code-style,wshobson,coding_dev;documentation_writing;workflow_automation
popular,wshobson-agents-plugins-python-development-skills-python-configuration-skill-md,python-configuration,wshobson,coding_dev;security
popular,wshobson-agents-plugins-python-development-skills-python-design-patterns-skill-md,python-design-patterns,wshobson,coding_dev;workflow_automation
popular,wshobson-agents-plugins-python-development-skills-python-error-handling-skill-md,python-error-handling,wshobson,coding_dev;data_ml_ai;security;documentation_writing;workflow_automation
popular,wshobson-agents-plugins-python-development-skills-python-observability-skill-md,python-observability,wshobson,coding_dev;workflow_automation;integration_tools
popular,wshobson-agents-plugins-python-development-skills-python-packaging-skill-md,python-packaging,wshobson,coding_dev;documentation_writing;integration_tools
popular,wshobson-agents-plugins-python-development-skills-python-performance-optimization-skill-md,python-performance-optimization,wshobson,coding_dev;research_analysis;workflow_automation
popular,wshobson-agents-plugins-python-development-skills-python-project-structure-skill-md,python-project-structure,wshobson,coding_dev;documentation_writing
popular,wshobson-agents-plugins-python-development-skills-python-resilience-skill-md,python-resilience,wshobson,coding_dev;workflow_automation
popular,wshobson-agents-plugins-python-development-skills-python-resource-management-skill-md,python-resource-management,wshobson,coding_dev;workflow_automation
popular,wshobson-agents-plugins-python-development-skills-python-testing-patterns-skill-md,python-testing-patterns,wshobson,coding_dev;devops_infra;documentation_writing;integration_tools
popular,wshobson-agents-plugins-python-development-skills-python-type-safety-skill-md,python-type-safety,wshobson,coding_dev;documentation_writing;research_analysis;workflow_automation
popular,wshobson-agents-plugins-python-development-skills-uv-package-manager-skill-md,uv-package-manager,wshobson,devops_infra;documentation_writing;product_design;integration_tools
popular,wshobson-agents-plugins-quantitative-trading-skills-backtesting-frameworks-skill-md,backtesting-frameworks,wshobson,coding_dev;data_ml_ai;research_analysis
popular,wshobson-agents-plugins-quantitative-trading-skills-risk-metrics-calculation-skill-md,risk-metrics-calculation,wshobson,coding_dev;research_analysis
popular,wshobson-agents-plugins-reverse-engineering-skills-anti-reversing-techniques-skill-md,anti-reversing-techniques,wshobson,coding_dev;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,wshobson-agents-plugins-reverse-engineering-skills-binary-analysis-patterns-skill-md,binary-analysis-patterns,wshobson,coding_dev;research_analysis;workflow_automation
popular,wshobson-agents-plugins-reverse-engineering-skills-memory-forensics-skill-md,memory-forensics,wshobson,coding_dev;research_analysis;workflow_automation;integration_tools
popular,wshobson-agents-plugins-reverse-engineering-skills-protocol-reverse-engineering-skill-md,protocol-reverse-engineering,wshobson,coding_dev;security;documentation_writing;research_analysis
popular,wshobson-agents-plugins-security-scanning-skills-attack-tree-construction-skill-md,attack-tree-construction,wshobson,coding_dev;data_ml_ai;security;research_analysis
popular,wshobson-agents-plugins-security-scanning-skills-sast-configuration-skill-md,sast-configuration,wshobson,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;integration_tools
popular,wshobson-agents-plugins-security-scanning-skills-security-requirement-extraction-skill-md,security-requirement-extraction,wshobson,coding_dev;data_ml_ai;security;documentation_writing;research_analysis
popular,wshobson-agents-plugins-security-scanning-skills-stride-analysis-patterns-skill-md,stride-analysis-patterns,wshobson,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis
popular,wshobson-agents-plugins-security-scanning-skills-threat-mitigation-mapping-skill-md,threat-mitigation-mapping,wshobson,coding_dev;data_ml_ai;security;workflow_automation
popular,wshobson-agents-plugins-shell-scripting-skills-bash-defensive-patterns-skill-md,bash-defensive-patterns,wshobson,coding_dev;devops_infra;documentation_writing;workflow_automation
popular,wshobson-agents-plugins-shell-scripting-skills-bats-testing-patterns-skill-md,bats-testing-patterns,wshobson,coding_dev;devops_infra;documentation_writing;integration_tools
popular,wshobson-agents-plugins-shell-scripting-skills-shellcheck-configuration-skill-md,shellcheck-configuration,wshobson,coding_dev;devops_infra;research_analysis;workflow_automation;integration_tools
popular,wshobson-agents-plugins-startup-business-analyst-skills-competitive-landscape-skill-md,competitive-landscape,wshobson,devops_infra;security;documentation_writing;research_analysis;integration_tools
popular,wshobson-agents-plugins-startup-business-analyst-skills-market-sizing-analysis-skill-md,market-sizing-analysis,wshobson,documentation_writing;research_analysis;workflow_automation
popular,wshobson-agents-plugins-startup-business-analyst-skills-startup-financial-modeling-skill-md,startup-financial-modeling,wshobson,data_ml_ai;research_analysis;workflow_automation;product_design
popular,wshobson-agents-plugins-startup-business-analyst-skills-startup-metrics-framework-skill-md,startup-metrics-framework,wshobson,coding_dev;data_ml_ai
popular,wshobson-agents-plugins-startup-business-analyst-skills-team-composition-analysis-skill-md,team-composition-analysis,wshobson,coding_dev;documentation_writing;research_analysis;product_design
popular,wshobson-agents-plugins-systems-programming-skills-go-concurrency-patterns-skill-md,go-concurrency-patterns,wshobson,devops_infra;workflow_automation
popular,wshobson-agents-plugins-systems-programming-skills-memory-safety-patterns-skill-md,memory-safety-patterns,wshobson,coding_dev;documentation_writing
popular,wshobson-agents-plugins-systems-programming-skills-rust-async-patterns-skill-md,rust-async-patterns,wshobson,coding_dev;data_ml_ai;workflow_automation
popular,wshobson-agents-plugins-ui-design-skills-accessibility-compliance-skill-md,accessibility-compliance,wshobson,coding_dev;documentation_writing;workflow_automation
popular,wshobson-agents-plugins-ui-design-skills-design-system-patterns-skill-md,design-system-patterns,wshobson,coding_dev;devops_infra;documentation_writing;product_design;integration_tools
popular,wshobson-agents-plugins-ui-design-skills-interaction-design-skill-md,interaction-design,wshobson,coding_dev;product_design
popular,wshobson-agents-plugins-ui-design-skills-mobile-android-design-skill-md,mobile-android-design,wshobson,product_design
popular,wshobson-agents-plugins-ui-design-skills-mobile-ios-design-skill-md,mobile-ios-design,wshobson,devops_infra;product_design;integration_tools
popular,wshobson-agents-plugins-ui-design-skills-react-native-design-skill-md,react-native-design,wshobson,coding_dev;integration_tools
popular,wshobson-agents-plugins-ui-design-skills-responsive-design-skill-md,responsive-design,wshobson,coding_dev;integration_tools
popular,wshobson-agents-plugins-ui-design-skills-visual-design-foundations-skill-md,visual-design-foundations,wshobson,coding_dev;product_design
popular,wshobson-agents-plugins-ui-design-skills-web-component-design-skill-md,web-component-design,wshobson,coding_dev;product_design
popular,yamadashy-repomix-browser-claude-skills-browser-extension-developer-skill-md,browser-extension-developer,yamadashy,coding_dev;integration_tools
popular,yamadashy-repomix-claude-skills-agent-memory-skill-md,agent-memory,yamadashy,coding_dev;documentation_writing;research_analysis;workflow_automation
popular,yamadashy-repomix-claude-skills-repomix-explorer-skill-md,repomix-explorer,yamadashy,coding_dev;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools
popular,yamadashy-repomix-website-claude-skills-website-maintainer-skill-md,website-maintainer,yamadashy,coding_dev;documentation_writing;product_design
popular,zhayujie-chatgpt-on-wechat-skills-linkai-agent-skill-md,linkai-agent,zhayujie,coding_dev;data_ml_ai;documentation_writing;workflow_automation
popular,zhayujie-chatgpt-on-wechat-skills-openai-image-vision-skill-md,openai-image-vision,zhayujie,coding_dev;data_ml_ai;documentation_writing;research_analysis
popular,zhayujie-chatgpt-on-wechat-skills-skill-creator-skill-md,skill-creator,zhayujie,coding_dev;data_ml_ai;documentation_writing;workflow_automation
popular,zhayujie-chatgpt-on-wechat-skills-web-fetch-skill-md,web-fetch,zhayujie,workflow_automation;integration_tools
popular,zulip-zulip-claude-skills-fix-backend-coverage-skill-md,fix-backend-coverage,zulip,coding_dev;data_ml_ai;documentation_writing;workflow_automation
random,0bserver07-bourbaki-src-skills-sequence-limit-skill-md,sequence-limit,0bserver07,research_analysis
random,1mangesh1-hipaa-guardian-skills-hipaa-guardian-skill-md,hipaa-guardian,1Mangesh1,coding_dev;security;documentation_writing;workflow_automation;integration_tools
random,333-333-333-agents-skills-flutter-scaffold-skill-md,flutter-scaffold,333-333-333,coding_dev;data_ml_ai
random,333-333-333-agents-skills-go-resilience-skill-md,go-resilience,333-333-333,coding_dev
random,90le-openclaw-skills-hub-skills-automation-workflow-skill-md,workflow,90le,documentation_writing;workflow_automation;integration_tools
random,92bilal26-taskpilotai-claude-skills-ai-collaborate-teaching-skill-md,ai-collaborate-teaching,92Bilal26,coding_dev;documentation_writing;research_analysis;integration_tools
random,a4b-corporation-xtalent-docs-00-global-note-ontology-builder-pipeline-skills-phase-2-analyze-skill-md,ontology-phase-2-analyze,a4b-corporation,coding_dev;devops_infra;data_ml_ai;documentation_writing;research_analysis;workflow_automation
random,a5c-ai-babysitter-breakpoints-codex-skills-babysitter-breakpoint-skill-md,babysitter-breakpoint,a5c-ai,coding_dev;workflow_automation
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-algorithms-optimization-skills-interview-problem-bank-skill-md,interview-problem-bank,a5c-ai,coding_dev;documentation_writing;research_analysis
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-data-science-ml-skills-seldon-model-deployer-skill-md,seldon-model-deployer,a5c-ai,coding_dev;devops_infra;data_ml_ai;integration_tools
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-business-sales-skills-apollo-prospecting-skill-md,apollo-prospecting,a5c-ai,coding_dev;research_analysis;integration_tools
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-civil-engineering-skills-highway-alignment-designer-skill-md,highway-alignment-designer,a5c-ai,documentation_writing;research_analysis;workflow_automation;integration_tools
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-nanotechnology-skills-nanocatalyst-performance-analyzer-skill-md,nanocatalyst-performance-analyzer,a5c-ai,research_analysis;workflow_automation;integration_tools
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-fluid-simulation-skill-md,fluid-simulation,a5c-ai,domain_specific
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-unreal-development-skill-md,unreal-development,a5c-ai,coding_dev;devops_infra;workflow_automation;integration_tools
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-product-management-skills-feedback-aggregation-skill-md,customer-feedback-aggregation,a5c-ai,documentation_writing;research_analysis;workflow_automation
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-ux-ui-design-skills-contrast-checker-skill-md,contrast-checker,a5c-ai,documentation_writing;integration_tools
random,aarshps-varisankya-android-agent-skills-project-cleanup-skill-md,project-cleanup-guidelines,aarshps,coding_dev
random,abdullahbokl-boklo-wallet-agent-skills-architecture-guard-skill-md,architecture-guard,abdullahbokl,coding_dev
random,abejitsu-game-settings-panel-claude-skills-generate-output-skill-md,generate-output,AbeJitsu,coding_dev;documentation_writing;workflow_automation
random,ablassejr-dotfiles-dot-claude-skills-test-data-generator-skill-md,generating-test-data,ablassejr,coding_dev;data_ml_ai;integration_tools
random,adaptationio-skrillz-claude-skills-ac-state-tracker-skill-md,ac-state-tracker,adaptationio,coding_dev;security;documentation_writing;workflow_automation;integration_tools
random,adaptationio-skrillz-claude-skills-multi-ai-verification-skill-md,multi-ai-verification,adaptationio,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;product_design;integration_tools
random,adaptyvbio-protein-design-skills-skills-boltzgen-skill-md,boltzgen,adaptyvbio,coding_dev;devops_infra;data_ml_ai;documentation_writing;integration_tools
random,adigunners-adigunners-github-io-claude-skills-backend-api-skill-md,backend-api,adigunners,coding_dev;workflow_automation;integration_tools
random,adigunners-adigunners-github-io-claude-skills-global-coding-style-skill-md,global-coding-style,adigunners,coding_dev;documentation_writing;workflow_automation
random,adrianpuiu-specification-document-generator-specification-architect-skill-md,specification-architect,adrianpuiu,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools
random,aegntic-claudeism-claude-skills-testing-automation-skill-md,testing-automation,aegntic,coding_dev;devops_infra;research_analysis;workflow_automation;integration_tools
random,agentient-vibekit-plugins-research-tools-skills-research-interviewer-skill-md,research-interviewer,Agentient,data_ml_ai;documentation_writing;research_analysis;workflow_automation
random,agentuity-discord-help-agent-agents-skills-agentuity-cli-auth-whoami-skill-md,agentuity-cli-auth-whoami,agentuity,domain_specific
random,agentuity-discord-help-agent-agents-skills-agentuity-cli-cloud-env-get-skill-md,agentuity-cli-cloud-env-get,agentuity,devops_infra
random,agentuity-discord-help-agent-agents-skills-agentuity-cli-cloud-sandbox-cp-skill-md,agentuity-cli-cloud-sandbox-cp,agentuity,devops_infra;workflow_automation
random,agentuity-docs-doc-agents-agents-skills-agentuity-cli-auth-ssh-list-skill-md,agentuity-cli-auth-ssh-list,agentuity,domain_specific
random,agentuity-docs-doc-agents-agents-skills-agentuity-cli-cloud-queue-destinations-list-skill-md,agentuity-cli-cloud-queue-destinations-list,agentuity,devops_infra
random,agentuity-docs-doc-agents-agents-skills-agentuity-cli-cloud-sandbox-cp-skill-md,agentuity-cli-cloud-sandbox-cp,agentuity,devops_infra;workflow_automation
random,agentuity-docs-doc-agents-agents-skills-agentuity-cli-profile-create-skill-md,agentuity-cli-profile-create,agentuity,domain_specific
random,agentuity-examples-training-v1-deep-research-v1-agents-skills-agentuity-cli-cloud-vector-delete-namespace-skill-md,agentuity-cli-cloud-vector-delete-namespace,agentuity,devops_infra
random,agentuity-sdk-explorer-agents-skills-agentuity-cli-profile-list-skill-md,agentuity-cli-profile-list,agentuity,domain_specific
random,aheld-aaronheld-blog-claude-skills-publish-blog-skill-md,publish-blog,aheld,coding_dev;devops_infra;data_ml_ai;documentation_writing;workflow_automation;integration_tools
random,ahmed3elshaer-everything-claude-code-mobile-skills-kmp-di-skill-md,kmp-di,ahmed3elshaer,coding_dev;data_ml_ai;product_design
random,aidotnet-moyucode-skills-community-git-workflow-skill-md,git-workflow,AIDotNet,coding_dev;devops_infra;security;documentation_writing;workflow_automation;product_design;integration_tools
random,ainative-studio-ainativestudio-ide-skills-zerodb-workflows-skill-md,zerodb-workflows,AINative-Studio,coding_dev;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools
random,aiyuekuang-llmproxy-windsurf-skills-docker-skill-md,docker,aiyuekuang,devops_infra;security;documentation_writing
random,akaszubski-anyclaude-local-plugins-autonomous-dev-skills-advisor-triggers-skill-md,advisor-triggers,akaszubski,coding_dev;devops_infra;data_ml_ai;documentation_writing;research_analysis;workflow_automation;integration_tools
random,akornmeier-claude-config-skills-mcp-builder-skill-md,mcp-builder,akornmeier,coding_dev;data_ml_ai;documentation_writing;research_analysis;workflow_automation;product_design;integration_tools
random,alchimie-di-circe-extractor-desktop-app-analyze-skill-analyze-electron-scaffold-skill-md,electron-scaffold,alchimie-di-circe,coding_dev;security;workflow_automation;product_design;integration_tools
random,alexanderjamesmcleod-makecents-src-skills-automation-new-hook-skill-skill-md,new-hook,alexanderjamesmcleod,coding_dev;documentation_writing;workflow_automation
random,alexanderop-workouttracker-claude-skills-product-planning-skill-md,product-planning,alexanderop,documentation_writing;research_analysis
random,alexanys-feishu-mcp-skill-md,feishu-mcp,AlexAnys,integration_tools
