cohort,skill_id,skill_dirname,skill_name,author,stars,updated_at,github_url,skill_url,file_count,dir_count,max_depth,total_bytes,local_content_path,has_skill_md,skill_md_relpath,skill_md_lines,skill_md_words,heading_count,code_fence_count,ordered_list_count,bullet_list_count,step_signal_count,example_signal_count,boundary_signal_count,placeholder_count,version_mention_count,license_mention_count,has_scripts,has_templates,has_docs,has_config,has_license_file,taxonomy_labels,security_positive_score,security_risk_score,has_security_risk_signal
popular,davila7-claude-code-templates-cli-tool-components-skills-development-bun-development-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-bun-development-skill-md,bun-development,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/bun-development,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-bun-development-skill-md,1,0,1,14142,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-bun-development-skill-md/content,True,SKILL.md,691,1781,97,60,0,9,6,3,1,4,34,0,False,True,False,False,False,coding_dev;documentation_writing;workflow_automation;integration_tools,0,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-backend-patterns-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-backend-patterns-skill-md,backend-patterns,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/cc-skill-backend-patterns,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-backend-patterns-skill-md,1,0,1,13206,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-backend-patterns-skill-md/content,True,SKILL.md,584,1446,25,32,0,0,3,0,10,4,1,0,False,True,False,False,False,coding_dev;devops_infra;data_ml_ai,1,5,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-clickhouse-io-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-clickhouse-io-skill-md,clickhouse-io,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/cc-skill-clickhouse-io,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-clickhouse-io-skill-md,1,0,1,10003,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-clickhouse-io-skill-md/content,True,SKILL.md,431,1123,31,32,0,22,8,0,5,6,4,0,False,True,False,False,False,coding_dev;devops_infra;workflow_automation,0,2,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-coding-standards-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-coding-standards-skill-md,coding-standards,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/cc-skill-coding-standards,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-coding-standards-skill-md,1,0,1,11429,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-coding-standards-skill-md/content,True,SKILL.md,522,1240,40,52,0,26,2,1,13,13,1,0,False,True,False,False,False,coding_dev,4,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-frontend-patterns-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-frontend-patterns-skill-md,frontend-patterns,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/cc-skill-frontend-patterns,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-frontend-patterns-skill-md,1,0,1,14342,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-frontend-patterns-skill-md/content,True,SKILL.md,633,1360,23,30,0,0,7,0,0,28,4,0,False,True,False,False,False,coding_dev;product_design,0,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-project-guidelines-example-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-project-guidelines-example-skill-md,cc-skill-project-guidelines-example,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/cc-skill-project-guidelines-example,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-project-guidelines-example-skill-md,1,0,1,9797,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-project-guidelines-example-skill-md/content,True,SKILL.md,352,852,29,24,8,21,5,5,1,2,2,0,False,True,False,False,False,coding_dev;devops_infra;data_ml_ai;documentation_writing;research_analysis;workflow_automation;product_design;integration_tools,0,1,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-security-review-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-security-review-skill-md,security-review,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/cc-skill-security-review,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-security-review-skill-md,1,0,1,12233,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-security-review-skill-md/content,True,SKILL.md,496,1418,54,44,0,71,13,1,5,4,1,0,False,True,False,False,False,coding_dev;security;workflow_automation,27,21,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/clean-code,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,1,0,1,6676,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content,True,SKILL.md,201,790,17,4,5,5,4,0,9,0,1,0,False,True,False,False,False,coding_dev;security;documentation_writing;workflow_automation;product_design,8,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clerk-auth-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-clerk-auth-skill-md,clerk-auth,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/clerk-auth,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-clerk-auth-skill-md,1,0,1,1506,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clerk-auth-skill-md/content,True,SKILL.md,56,187,6,0,0,10,2,0,0,0,1,0,False,True,False,False,False,coding_dev,0,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cloudflare-deploy-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-cloudflare-deploy-skill-md,cloudflare-deploy,davila7,20041,1770514388,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/cloudflare-deploy,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-cloudflare-deploy-skill-md,312,63,3,1349338,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-cloudflare-deploy-skill-md/content,True,SKILL.md,225,771,24,18,0,4,2,1,0,0,0,0,False,True,True,True,True,coding_dev;devops_infra;data_ml_ai;security;workflow_automation,3,5,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cocoindex-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-cocoindex-skill-md,cocoindex,davila7,20041,1764952495,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/cocoindex,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-cocoindex-skill-md,5,1,2,75591,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-cocoindex-skill-md/content,True,SKILL.md,831,2943,80,72,15,96,10,13,4,3,2,0,False,True,True,False,False,coding_dev;devops_infra;data_ml_ai;documentation_writing;workflow_automation,1,5,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-code-review-checklist-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-code-review-checklist-skill-md,code-review-checklist,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/code-review-checklist,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-code-review-checklist-skill-md,1,0,1,11622,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-code-review-checklist-skill-md/content,True,SKILL.md,444,1451,53,12,0,167,7,8,17,1,1,0,False,True,False,False,False,coding_dev;data_ml_ai;security;documentation_writing;workflow_automation,13,12,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-code-reviewer-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-code-reviewer-skill-md,code-reviewer,davila7,20041,1766196856,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/code-reviewer,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-code-reviewer-skill-md,7,2,2,18635,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-code-reviewer-skill-md/content,True,SKILL.md,209,493,38,14,0,54,3,3,1,0,0,0,True,True,True,False,False,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools,6,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-codex-review-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-codex-review-skill-md,codex-review,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/codex-review,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-codex-review-skill-md,1,0,1,972,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-codex-review-skill-md/content,True,SKILL.md,37,130,9,2,3,6,2,2,0,0,0,0,False,True,False,False,False,coding_dev;documentation_writing;research_analysis;integration_tools,0,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-codex-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-codex-skill-md,codex,davila7,20041,1769302602,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/codex,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-codex-skill-md,2,0,1,7370,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-codex-skill-md/content,True,SKILL.md,66,776,7,0,8,16,2,0,4,0,22,0,False,True,False,False,False,coding_dev;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation,3,3,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-command-creator-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-command-creator-skill-md,command-creator,davila7,20041,1769302602,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/command-creator,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-command-creator-skill-md,5,1,2,61087,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-command-creator-skill-md/content,True,SKILL.md,210,956,19,4,16,67,13,5,1,0,0,0,False,True,True,False,False,coding_dev;documentation_writing;research_analysis;workflow_automation,2,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-core-components-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-core-components-skill-md,core-components,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/core-components,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-core-components-skill-md,1,0,1,4793,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-core-components-skill-md/content,True,SKILL.md,264,518,20,28,0,3,0,0,1,11,0,0,False,True,False,False,False,coding_dev;documentation_writing;product_design;integration_tools,1,17,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-core-web-vitals-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-core-web-vitals-skill-md,core-web-vitals,davila7,20041,1769895150,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/core-web-vitals,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-core-web-vitals-skill-md,2,1,2,16100,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-core-web-vitals-skill-md/content,True,SKILL.md,441,1351,23,46,0,35,7,0,2,2,6,1,False,True,True,False,False,coding_dev;workflow_automation,0,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-create-plan-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-create-plan-skill-md,create-plan,davila7,20041,1767012349,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/create-plan,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-create-plan-skill-md,1,0,1,2448,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-create-plan-skill-md/content,True,SKILL.md,74,350,9,2,4,25,10,0,4,0,0,0,False,True,False,False,False,coding_dev;devops_infra;documentation_writing;workflow_automation,3,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-database-design-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-database-design-skill-md,database-design,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/database-design,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-database-design-skill-md,8,1,2,13181,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-database-design-skill-md/content,True,SKILL.md,52,185,5,0,0,8,0,0,1,0,0,0,True,True,False,False,False,devops_infra,0,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-database-schema-designer-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-database-schema-designer-skill-md,database-schema-designer,davila7,20041,1769302602,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/database-schema-designer,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-database-schema-designer-skill-md,4,3,3,30479,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-database-schema-designer-skill-md/content,True,SKILL.md,687,2044,44,56,4,16,15,5,2,5,4,1,False,True,True,False,False,coding_dev;devops_infra;data_ml_ai;research_analysis;workflow_automation;product_design,1,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-dependency-updater-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-dependency-updater-skill-md,dependency-updater,davila7,20041,1769302602,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/dependency-updater,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-dependency-updater-skill-md,4,1,2,21224,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-dependency-updater-skill-md/content,True,SKILL.md,491,1220,78,40,3,7,10,2,1,0,20,1,True,True,False,False,False,security;documentation_writing;workflow_automation,12,2,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-deployment-procedures-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-deployment-procedures-skill-md,deployment-procedures,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/deployment-procedures,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-deployment-procedures-skill-md,1,0,1,5708,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-deployment-procedures-skill-md/content,True,SKILL.md,241,630,27,4,19,21,7,0,4,0,0,0,False,True,False,False,False,coding_dev;devops_infra;documentation_writing;workflow_automation,5,1,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-design-system-starter-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-design-system-starter-skill-md,design-system-starter,davila7,20041,1769302602,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/design-system-starter,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-design-system-starter-skill-md,6,3,2,72915,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-design-system-starter-skill-md/content,True,SKILL.md,603,1724,41,38,5,81,1,16,1,24,22,1,False,True,True,True,False,coding_dev;documentation_writing;workflow_automation;product_design,0,17,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-devops-iac-engineer-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-devops-iac-engineer-skill-md,devops-iac-engineer,davila7,20041,1766259071,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/devops-iac-engineer,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-devops-iac-engineer-skill-md,15,6,3,178163,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-devops-iac-engineer-skill-md/content,True,SKILL.md,129,798,9,0,12,56,3,0,0,0,0,0,True,True,True,True,False,coding_dev;devops_infra;security;documentation_writing;research_analysis;workflow_automation;integration_tools,15,4,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-docker-expert-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-docker-expert-skill-md,docker-expert,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/docker-expert,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-docker-expert-skill-md,1,0,1,14062,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-docker-expert-skill-md/content,True,SKILL.md,409,1644,44,24,5,87,1,1,1,1,5,0,False,True,False,False,False,coding_dev;devops_infra;security;research_analysis;integration_tools,14,3,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-environment-setup-guide-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-environment-setup-guide-skill-md,environment-setup-guide,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/environment-setup-guide,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-environment-setup-guide-skill-md,1,0,1,11403,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-environment-setup-guide-skill-md/content,True,SKILL.md,479,1484,88,18,0,76,28,10,11,5,5,0,False,True,False,False,False,coding_dev;devops_infra;security;documentation_writing;workflow_automation;integration_tools,2,10,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-error-resolver-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-error-resolver-skill-md,error-resolver,davila7,20041,1766258320,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/error-resolver,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-error-resolver-skill-md,14,3,2,125531,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-error-resolver-skill-md/content,True,SKILL.md,326,1061,51,22,24,43,10,1,1,2,1,0,False,True,False,True,False,coding_dev;devops_infra;security;research_analysis;workflow_automation,1,3,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-feature-design-assistant-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-feature-design-assistant-skill-md,feature-design-assistant,davila7,20041,1767959780,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/feature-design-assistant,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-feature-design-assistant-skill-md,1,0,1,12132,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-feature-design-assistant-skill-md/content,True,SKILL.md,368,1208,24,22,6,23,7,1,0,0,0,0,False,True,False,False,False,coding_dev;data_ml_ai;security;product_design;integration_tools,1,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-firebase-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-firebase-skill-md,firebase,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/firebase,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-firebase-skill-md,1,0,1,1783,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-firebase-skill-md/content,True,SKILL.md,56,255,11,0,0,9,0,0,0,0,1,0,False,True,False,False,False,devops_infra;data_ml_ai;security;integration_tools,7,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-frontend-dev-guidelines-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-frontend-dev-guidelines-skill-md,frontend-dev-guidelines,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/frontend-dev-guidelines,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-frontend-dev-guidelines-skill-md,11,1,2,131925,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-frontend-dev-guidelines-skill-md/content,True,SKILL.md,399,1250,24,14,8,78,1,12,2,5,0,0,False,True,False,False,False,coding_dev;research_analysis,0,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-gcp-cloud-run-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-gcp-cloud-run-skill-md,gcp-cloud-run,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/gcp-cloud-run,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-gcp-cloud-run-skill-md,1,0,1,6941,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-gcp-cloud-run-skill-md/content,True,SKILL.md,288,851,28,29,0,14,1,0,0,11,1,0,False,True,False,False,False,coding_dev;devops_infra;workflow_automation,0,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-gh-address-comments-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-gh-address-comments-skill-md,gh-address-comments,davila7,20041,1767919727,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/gh-address-comments,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-gh-address-comments-skill-md,1,0,1,1500,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-gh-address-comments-skill-md/content,True,SKILL.md,31,230,4,0,0,7,3,1,0,0,0,0,False,True,False,False,False,documentation_writing;workflow_automation;integration_tools,0,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-gh-fix-ci-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-gh-fix-ci-skill-md,gh-fix-ci,davila7,20041,1767012349,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/gh-fix-ci,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-gh-fix-ci-skill-md,1,0,1,3921,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-gh-fix-ci-skill-md/content,True,SKILL.md,71,586,7,0,8,32,3,2,1,0,0,0,False,True,False,False,False,coding_dev;devops_infra;documentation_writing;workflow_automation;integration_tools,7,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-git-commit-helper-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-git-commit-helper-skill-md,git-commit-helper,davila7,20041,1767900744,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/git-commit-helper,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-git-commit-helper-skill-md,1,0,1,4584,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-git-commit-helper-skill-md/content,True,SKILL.md,209,610,27,20,11,38,2,2,2,0,0,0,False,True,False,False,False,coding_dev;devops_infra;security;documentation_writing;workflow_automation;product_design;integration_tools,1,3,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-git-pushing-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-git-pushing-skill-md,git-pushing,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/git-pushing,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-git-pushing-skill-md,2,1,2,1460,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-git-pushing-skill-md/content,True,SKILL.md,33,165,3,4,0,4,0,0,1,0,0,0,True,True,False,False,False,workflow_automation;integration_tools,1,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-github-actions-creator-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-github-actions-creator-skill-md,github-actions-creator,davila7,20041,1770689189,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/github-actions-creator,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-github-actions-creator-skill-md,2,1,2,27471,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-github-actions-creator-skill-md/content,True,SKILL.md,302,1198,35,22,15,38,6,1,6,4,2,0,False,True,True,False,False,coding_dev;devops_infra;security;documentation_writing;workflow_automation;integration_tools,7,2,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-github-workflow-automation-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-github-workflow-automation-skill-md,github-workflow-automation,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/github-workflow-automation,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-github-workflow-automation-skill-md,1,0,1,21665,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-github-workflow-automation-skill-md/content,True,SKILL.md,846,2277,72,37,6,72,32,1,1,35,16,0,False,True,False,False,False,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools,2,3,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-graphql-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-graphql-skill-md,graphql,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/graphql,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-graphql-skill-md,1,0,1,2508,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-graphql-skill-md/content,True,SKILL.md,68,338,12,0,0,9,0,0,1,0,1,0,False,True,False,False,False,coding_dev;documentation_writing;research_analysis;integration_tools,0,0,False
